id,gen,sp,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
754598,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,male,adult,in the hand,//xeno-canto.org/754598,https://xeno-canto.org/754598/download,XC754598-18-09-2022-8e21-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:20,8:21,2022-09-18,2022-10-08,['Tangara chilensis'],,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
695999,Pyriglena,similis,Tapajos Fire-eye,Felipe Arantes,Brazil,"Vitória do Xingu, Pará",-3.3389,-51.8571,130,song,,,field recording,//xeno-canto.org/695999,https://xeno-canto.org/695999/download,XC695999-STE-037 Pyriglena similis.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:34,08:00,2021-11-07,2022-01-07,[],,yes,yes,yes,,,no,,,48000
529078,Pyriglena,maura,Western Fire-eye,Benedito Pio da Silva Campos Neto,Brazil,"Chapada dos Guimarães, Mato Grosso. Cond. Manauá",-15.4467,-55.7002,750,song,female,adult,field recording,//xeno-canto.org/529078,https://xeno-canto.org/529078/download,XC529078-papa.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:25,10:30,2020-02-17,2020-02-22,[],,yes,yes,no,,,no,,,44100
246018,Pyriglena,maura,Western Fire-eye,Jeremy Minns,Brazil,"Comodoro, Mato Grosso",-13.3001,-59.8001,550,"call, song, various different calls",,,field recording,//xeno-canto.org/246018,https://xeno-canto.org/246018/download,XC246018-PYRLNT13.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:53,07:34,2003-04-02,2015-05-25,['Thamnophilus stictocephalus'],Campinarana,no,no,yes,,,no,,,44100
214239,Saltator,olivascens,Olivaceous Saltator,Jeremy Minns,Brazil,Boa Vista. Ilha São José,2.9501,-60.5167,70,song,,,field recording,//xeno-canto.org/214239,https://xeno-canto.org/214239/download,XC214239-SALCOE12.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:55,07:50,2001-07-11,2015-02-21,['Sakesphorus canadensis'],natural song of single bird in tree 25m from mic,no,no,no,,,no,,,44100
178515,Pyriglena,maura,Western Fire-eye,Douglas Meyer,Brazil,"Rosário Oeste, Mato Grosso",-14.8264,-56.4241,200,song,"female, male",,field recording,//xeno-canto.org/178515,https://xeno-canto.org/178515/download,XC178515-Thamnophilidae_Pyriglena_leuconota_05_08_2013_H08_14_Rosário_Oeste.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:38,08:14,2013-08-05,2014-05-18,[],,yes,yes,no,,,no,,,44100
174050,Pyriglena,maura,Western Fire-eye,João Antônio de B. Vitto,Brazil,"Rosário Oeste, Mato Grosso",-14.8264,-56.4241,200,song,male,,field recording,//xeno-canto.org/174050,https://xeno-canto.org/174050/download,XC174050-PAPA TAOCA - ROSARIO OESTE - 05-08-13 (1).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:38,09:00,2013-08-05,2014-04-12,[],,yes,yes,yes,,,no,,,44100
171181,Pyriglena,maura,Western Fire-eye,GABRIEL LEITE,Brazil,"Jauru, Mato Grosso",-15.2102,-58.8885,500,song,male,,field recording,//xeno-canto.org/171181,https://xeno-canto.org/171181/download,XC171181-Pyriglena leuconota_Jauru_1425.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:40,11:00,2014-03-25,2014-03-26,['Thamnophilus doliatus'],,yes,yes,yes,,,no,,,48000
108542,Pyriglena,similis,Tapajos Fire-eye,Tayler Brooks,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,200,song,,,field recording,//xeno-canto.org/108542,https://xeno-canto.org/108542/download,White-backed Fire-eye song 8-19-11.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:19,15:20,2011-08-19,2012-08-26,[],Natural vocalization. Near small antswarm.,unknown,unknown,unknown,,,no,,,44100
89196,Pyriglena,maura,Western Fire-eye,Jeremy Minns,Brazil,"Vila Bela da Santíssima Trindade, MG. Fazenda Boa Esperança",-15.0178,-59.8826,200,song,,,field recording,//xeno-canto.org/89196,https://xeno-canto.org/89196/download,PYRLNT12.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:28,06:20,2003-03-23,2011-10-27,['Lipaugus vociferans'],Dry semideciduous forest. After playback.,unknown,unknown,unknown,,,no,,,44100
80263,Pyriglena,maura,Western Fire-eye,Jeremy Minns,Brazil,"Corumbá, MS",-19.01,-57.6528,150,song,,,field recording,//xeno-canto.org/80263,https://xeno-canto.org/80263/download,PYRLNT04.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:21,07:31,2000-01-16,2011-06-07,['Crypturellus undulatus'],Forest at foot of the Morro do Urucum. Two natural songs by a bird in thick undergrowth. Male seen after playback.,unknown,unknown,unknown,,,no,,,44100
38467,Pyriglena,similis,Tapajos Fire-eye,Andrew Spencer,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,250,song,,,field recording,//xeno-canto.org/38467,https://xeno-canto.org/38467/download,White-backed Fire-eye2009-8-23-1part1.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,A,1:18,07:25,2009-08-23,2009-09-05,[],,unknown,unknown,unknown,,,no,,,44100
754583,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,uncertain,adult,in the hand,//xeno-canto.org/754583,https://xeno-canto.org/754583/download,XC754583-18-09-2022-8e13-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:12,8:13,2022-09-18,2022-10-08,['Myrmoborus myotherinus'],,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
754581,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,uncertain,adult,in the hand,//xeno-canto.org/754581,https://xeno-canto.org/754581/download,XC754581-18-09-2022-8e10-Papa-taoca-do-tapajos-e-formigueiro-de-cauda-baia-(Pyriglena-similis).mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:10,8:10,2022-09-18,2022-10-08,['Sciaphylax hemimelaena'],,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
754579,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,uncertain,adult,in the hand,//xeno-canto.org/754579,https://xeno-canto.org/754579/download,XC754579-18-09-2022-8e6-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:04,8:06,2022-09-18,2022-10-08,[],,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
708374,Campylopterus,diamantinensis,Diamantina Sabrewing,Guilherme de Melo Becher,Brazil,"Trilha do Pico da Lapinha, Lapinha da Serra-MG, Minas Gerais",-19.1083,-43.6708,1430,call,,,field recording,//xeno-canto.org/708374,https://xeno-canto.org/708374/download,XC708374-MixPre-130 possivel C diamantinensis.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:12,10:00,2022-03-03,2022-03-14,[],"não estou 100% seguro desta id, porém bate com chamados do grupo Campylopterus. Um indivíduo foi avistado, fotografado e gravado poucos minutos antes, verificar XC708373",no,no,yes,,,no,,,44100
580956,Pyriglena,similis,Tapajos Fire-eye,Scott Olmstead,Brazil,"Cristalino Jungle Lodge, Mato Grosso",-9.5969,-55.9338,260,song,,,field recording,//xeno-canto.org/580956,https://xeno-canto.org/580956/download,XC580956-2006-06-08-White-backed Fire-eye song-SOlmstead.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:25,?,2006-06-08,2020-08-05,['Rhegmatorhina gymnops'],At antswarm.,yes,yes,unknown,,,no,,,44100
385745,Pyriglena,maura,Western Fire-eye,Tulio Dornas,Brazil,"ribeirão chiqueirão, Rosário Oeste, Mato Grosso",-15.1274,-56.6437,220,song,,,field recording,//xeno-canto.org/385745,https://xeno-canto.org/385745/download,XC385745-Pyriglena_leuconota_Basileuterus_hypoleucus_Dromococcyx_phasianellus_M6_Trans_2-3_Jangada_MT.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:44,06:30,2013-07-04,2017-09-09,[],,yes,yes,yes,,,no,,,44100
333327,Pyriglena,maura,Western Fire-eye,Jeremy Minns,Brazil,"Comodoro, Mato Grosso",-13.3001,-59.8001,550,call,,,field recording,//xeno-canto.org/333327,https://xeno-canto.org/333327/download,XC333327-UNID0478.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,07:28,2003-04-02,2016-09-05,['Machaeropterus pyrocephalus'],campinarana,no,no,no,,,no,,,44100
246020,Pyriglena,similis,Tapajos Fire-eye,Jeremy Minns,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,male,,field recording,//xeno-canto.org/246020,https://xeno-canto.org/246020/download,XC246020-PYRLNT05.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:48,16:05,2000-09-15,2015-05-25,"['Ramphastos tucanus', 'Lipaugus vociferans']",terra firme forest - natural and after playback,yes,yes,yes,,,no,,,44100
171180,Pyriglena,maura,Western Fire-eye,GABRIEL LEITE,Brazil,"Jauru, Mato Grosso",-15.2102,-58.8885,500,call,male,,field recording,//xeno-canto.org/171180,https://xeno-canto.org/171180/download,XC171180-Piryglena leuconota_Jauru_1424.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:44,11:00,2014-03-25,2014-03-26,['Thamnophilus doliatus'],,yes,yes,yes,,,no,,,48000
169430,Pyriglena,similis,Tapajos Fire-eye,Micah Riegner,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/169430,https://xeno-canto.org/169430/download,XC169430-9991290.MP3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:51,06:30,2013-09-10,2014-03-10,[],Calling 1 meter off the ground in Guadua Bamboo.,yes,yes,yes,,,no,,,48000
147427,Pyriglena,similis,Tapajos Fire-eye,GABRIEL LEITE,Brazil,"Itaituba, Para",-5.4957,-56.9861,150,song,male,,field recording,//xeno-canto.org/147427,https://xeno-canto.org/147427/download,XC147427-Pyriglena leuconota_Itaituba_1103.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:25,09:30,2013-08-23,2013-09-13,[],,yes,yes,no,,,no,,,48000
130291,Pyriglena,similis,Tapajos Fire-eye,Eric DeFonso,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/130291,https://xeno-canto.org/130291/download,XC130291-20110928-0745-1195-BR-MT-Cristalino Reserve-White-backed Fire-eye.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:53,07:45,2011-09-28,2013-04-19,[],"Extended cut of somewhat distant, unseen bird along the Taboca trail, singing in undergrowth in terra firme forest.",no,no,no,,,no,,,48000
129851,Pyriglena,similis,Tapajos Fire-eye,Eric DeFonso,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/129851,https://xeno-canto.org/129851/download,XC129851-20110920-0630-1088-BR-MT-Cristalino Reserve-White-backed Fire-eye.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,1:53,06:30,2011-09-20,2013-04-17,"['Cercomacra cinerascens', 'Ceratopipra rubrocapilla', 'Cymbilaimus lineatus']",Extended cut of song from a mobile bird (~15m). Recorded along the trail to the new 50m tower in terra firme forest.,no,no,no,,,no,,,48000
119198,Pyriglena,similis,Tapajos Fire-eye,GABRIEL LEITE,Brazil,"Itaituba, Para",-5.8483,-55.8298,180,song,male,,field recording,//xeno-canto.org/119198,https://xeno-canto.org/119198/download,XC119198-Pyriglena leuconota_Itaituba.MP3,//creativecommons.org/licenses/by-nc-sa/3.0/,B,0:09,11:00,2011-12-03,2013-01-22,[],,yes,yes,no,,,no,,,44100
89192,Pyriglena,similis,Tapajos Fire-eye,Jeremy Minns,Brazil,Pousada Thaimaçu. Rio Cururu,-8.9167,-56.6667,250,call,,,field recording,//xeno-canto.org/89192,https://xeno-canto.org/89192/download,UNID0484.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:31,15:58,2003-04-12,2011-10-27,[],"Terra firme forest. Two different calls, after playback.",unknown,unknown,unknown,,,no,,,44100
69352,Pyriglena,similis,Tapajos Fire-eye,Frank Lambert,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,240,call,,,field recording,//xeno-canto.org/69352,https://xeno-canto.org/69352/download,Pyriglena_leuconota_2004a-FRL_BR_13_1556-1612_1_C.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:44,?:?,2004-05-08,2011-01-07,[],Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10159>AV10159</a>.  Certainty: 100%.  ID determined by: seen. GPS: Google Earth. several types,unknown,unknown,unknown,,,no,,,44100
754618,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,female,adult,in the hand,//xeno-canto.org/754618,https://xeno-canto.org/754618/download,XC754618-18-09-2022-9e10-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:49,9:10,2022-09-18,2022-10-08,['Ramphastos tucanus'],,yes,yes,no,,,no,Panasonic RRUS551,Embutido,44100
754608,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,uncertain,adult,in the hand,//xeno-canto.org/754608,https://xeno-canto.org/754608/download,XC754608-18-09-2022-8e52-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:37,8:52,2022-09-18,2022-10-08,[],,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
754572,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,song,uncertain,adult,in the hand,//xeno-canto.org/754572,https://xeno-canto.org/754572/download,XC754572-18-09-2022-7e32-Papa-taoca-do-tapajos.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:47,7:32,2022-09-18,2022-10-08,"['Lepidocolaptes fuscicapillus', 'Machaeropterus pyrocephalus', 'Loriotus cristatus']",,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
708373,Campylopterus,diamantinensis,Diamantina Sabrewing,Guilherme de Melo Becher,Brazil,"Trilha do Pico da Lapinha, Lapinha da Serra-MG, Minas Gerais",-19.1083,-43.6708,1430,flight call,uncertain,adult,field recording,//xeno-canto.org/708373,https://xeno-canto.org/708373/download,XC708373-MixPre-127 Campylopterus diamantinensis.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:07,10:00,2022-03-03,2022-03-14,[],,yes,yes,yes,,,no,,,44100
671404,Pyriglena,similis,Tapajos Fire-eye,Dante Buzzetti,Brazil,"Rio Cristalino,Alta Floresta,Mato Grosso",-9.5913,-55.9379,260,song,,,field recording,//xeno-canto.org/671404,https://xeno-canto.org/671404/download,XC671404-Pyriglena leuconota DCB 639-7f.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:58,17:34,2008-08-28,2021-09-01,[],DCB 639-7f,no,no,no,,,no,,,44100
354901,Saltator,olivascens,Olivaceous Saltator,GABRIEL LEITE,Brazil,"Boa Vista, Boa Vista, Roraima",2.8526,-60.6349,70,song,,,field recording,//xeno-canto.org/354901,https://xeno-canto.org/354901/download,XC354901-Saltator coerulescens_Boa Vista_1056.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:46,17:00,2017-01-27,2017-02-08,[],,yes,yes,no,,,no,,,48000
174553,Pyriglena,maura,Western Fire-eye,João Antônio de B. Vitto,Brazil,"Santo Antônio do Leverger, Santo Antônio do Leverger, Mato Grosso",-15.8628,-56.0792,150,call,female,,field recording,//xeno-canto.org/174553,https://xeno-canto.org/174553/download,XC174553-PAPA TAOCA - SANTO ANTONIO DO LEVERGER - 13-12-13.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:27,16:00,2013-12-13,2014-04-15,[],,yes,yes,yes,,,no,,,44100
163598,Pyriglena,maura,Western Fire-eye,Frank Lambert,Brazil,"Chapada dos Guimarães, Mato Grosso state",-15.457,-55.68,700,"call, song",,,field recording,//xeno-canto.org/163598,https://xeno-canto.org/163598/download,XC163598-Pyriglena_leuconota_maura-FL Chapada de G Brazil93.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:17,?,1993-03-00,2014-01-07,[],,yes,yes,unknown,,,no,,,44100
754627,Pyriglena,similis,Tapajos Fire-eye,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,call,male,adult,in the hand,//xeno-canto.org/754627,https://xeno-canto.org/754627/download,XC754627-18-09-2022-9e38-Papa-taoca-do-tapajos-chamado.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:20,9:38,2022-09-18,2022-10-08,"['Nystalus striolatus', 'Notharchus tectus']",,yes,yes,yes,,,no,Panasonic RRUS551,Embutido,44100
131496,Pyriglena,similis,Tapajos Fire-eye,Sidnei Dantas,Brazil,Tapajós National Forest,-3.4834,-54.9167,40,song,,,field recording,//xeno-canto.org/131496,https://xeno-canto.org/131496/download,XC131496-Pyriglena leuconota Flona Tapajós 11.06.2001.mp3,//creativecommons.org/licenses/by-nc-sa/3.0/,D,1:02,08:00,2001-06-11,2013-04-26,"['Pheugopedius coraya', 'Tyranneutes stolzmanni', 'Glyphorynchus spirurus', 'Lipaugus vociferans']",,yes,yes,no,,,no,,,44100
404570,Pyriglena,maura,Western Fire-eye,Breno Vitorino,Brazil,"Porto Estrela, Mato Grosso",-15.6421,-57.1899,aproximadamente 230 metros,song,,,field recording,//xeno-canto.org/404570,https://xeno-canto.org/404570/download,XC404570-A0450802 Pyriglena leuconota 10s.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,E,0:18,09:00,2017-08-02,2018-03-05,[],,unknown,unknown,unknown,,,no,,,44100
191451,Rhea,americana,Greater Rhea,Richard Hoyer,Brazil,"Pouso Alegre, Mato Grosso",-16.5034,-56.7451,120,song,,,field recording,//xeno-canto.org/191451,https://xeno-canto.org/191451/download,XC191451-LS114319 Greater Rhea Hoyer.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:26,06:18,2014-08-16,2014-08-18,"['Patagioenas picazuro', 'Melanerpes candidus', 'Theristicus caerulescens', 'Campylorhynchus turdinus', 'Machetornis rixosa', 'Furnarius rufus', 'Campylorhamphus trochilirostris', 'Anodorhynchus hyacinthinus', 'Gnorimopsar chopi', 'Pitangus sulphuratus', 'Lepidocolaptes angustirostris']","Six songs with natural intervals. Presumably given by same bird in a group of 5 about 50 meters away, later 11 individuals seen in same area. Recorded with Olympus LS-11, internal mic.",yes,yes,no,,,no,,,48000
229054,Rhea,americana,Greater Rhea,Peter Boesman,Brazil,"Chapada dos Guimaraes, Mato Grosso",-15.3333333333,-55.8333333333,,call,,,field recording,//xeno-canto.org/229054,https://xeno-canto.org/229054/download,XC229054-Greater Rhea C 1.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,B,0:07,06:15,2005-07-20,2015-03-23,[],ID certainty 95%. (Archiv. tape 371 side B track 26 seq. A),unknown,unknown,unknown,,,no,,,44100
191450,Rhea,americana,Greater Rhea,Richard Hoyer,Brazil,"Pouso Alegre, Mato Grosso",-16.5034,-56.7451,120,song,,,field recording,//xeno-canto.org/191450,https://xeno-canto.org/191450/download,XC191450-LS114317 Greater Rhea Hoyer.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:06,06:10,2014-08-16,2014-08-18,[],"20 seconds deleted in interval between two songs. Recorded with Olympus LS-11, internal mic.",yes,yes,no,,,no,,,44100
37806,Rhea,americana,Greater Rhea,Nunes D´Acosta,Brazil,Leopoldo de Bulhões - Goiás,-16.615631,-48.740501,930,song,,,field recording,//xeno-canto.org/37806,https://xeno-canto.org/37806/download,EMA XENOC ANTO MTZ.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,B,0:03,16:10,2009-08-15,2009-08-16,[],Macho  em fase  de acasalamento. Quando a fêmea afasta  da sua presença ele  vocaliza  abrindo as  asas e  ensaia uma dança circular com a fêmea.,unknown,unknown,unknown,,,no,,,44100
686584,Rhea,americana,Greater Rhea,JAYRSON ARAUJO DE OLIVEIRA,Brazil,Parque Estadual do Esphinillo Barra do Quaraí,-30.1834,-57.4501,70,song,uncertain,adult,field recording,//xeno-canto.org/686584,https://xeno-canto.org/686584/download,XC686584-03-11-2021 16e47 Ema BARRA.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:09,16:47,2021-11-03,2021-11-15,"['Tapera naevia', 'Zonotrichia capensis']",,yes,yes,no,,,no,,,44100
482438,Rhea,americana,Greater Rhea,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Santa Rita do Novo Destino, Goiás, Chácara Jayrson",-14.625,-49.0051,500,song,,,field recording,//xeno-canto.org/482438,https://xeno-canto.org/482438/download,XC482438-Ema1 (Rhea americana-OK) 14-6-2019 6e59.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:15,6:59,2019-06-14,2019-06-19,[],Gravação feita em borda de cerrado com pasto.,no,no,no,,,no,,,44100
314181,Rhea,americana,Greater Rhea,Rafael Martos Martins,Brazil,"Uberaba, Minas Gerais",-19.2797,-48.0278,950,song,,,field recording,//xeno-canto.org/314181,https://xeno-canto.org/314181/download,XC314181-Rhea americana_0630.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,C,0:02,07:14,2016-04-23,2016-04-29,['Cariama cristata'],,no,no,no,,,no,,,48000
229055,Rhea,americana,Greater Rhea,Peter Boesman,Brazil,"Chapada dos Guimaraes, Mato Grosso",-15.3333333333,-55.8333333333,,call,,,field recording,//xeno-canto.org/229055,https://xeno-canto.org/229055/download,XC229055-Greater Rhea C 2.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:03,07:00,2005-07-20,2015-03-23,[],ID certainty 95%. (Archiv. tape 371 side B track 31 seq. B),unknown,unknown,unknown,,,no,,,44100
229053,Rhea,americana,Greater Rhea,Peter Boesman,Brazil,"Chapada dos Guimaraes, Mato Grosso",-15.3333333333,-55.8333333333,,call,,,field recording,//xeno-canto.org/229053,https://xeno-canto.org/229053/download,XC229053-Greater Rhea B 3.mp3,//creativecommons.org/licenses/by-nc-nd/4.0/,C,0:16,07:15,2005-07-20,2015-03-23,[],ID certainty 95%. (Archiv. tape 371 side B track 33 seq. A),unknown,unknown,unknown,,,no,,,44100
108649,Rhea,americana,Greater Rhea,Joao Menezes,Brazil,"Eldorado, Mato Grosso do Sul state",-23.8501,-54.2537,340,song,,,field recording,//xeno-canto.org/108649,https://xeno-canto.org/108649/download,Rhea_americana_EMS120709_1438.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:17,14:38,2012-07-09,2012-08-28,[],Very deep disyllabic song. Better heard with earphones (my laptop speaker can't even play it).,unknown,unknown,unknown,,,no,,,44100
37805,Rhea,americana,Greater Rhea,Nunes D´Acosta,Brazil,Leopoldo de Bulhões - Goiás,-16.615631,-48.740501,970,?,,,field recording,//xeno-canto.org/37805,https://xeno-canto.org/37805/download,EMA FILHOTE XENO MTZ.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:01,17:20,2009-08-15,2009-08-16,[],Indivíduo juvenil desgarrado do bando  vocalizando ao  se  assustar com o fotografo.,unknown,unknown,unknown,,,no,,,44100
37804,Rhea,americana,Greater Rhea,Nunes D´Acosta,Brazil,Leopoldo de Bulhões - Goiás,-16.615631,-48.740501,940,song,,,field recording,//xeno-canto.org/37804,https://xeno-canto.org/37804/download,EMA  EMA  MTZ XENO.mp3,//creativecommons.org/licenses/by-nc-nd/2.5/,C,0:01,16:30,2009-08-15,2009-08-16,[],"Margem esquerda do Rio dos Bois, plantação  de soja",unknown,unknown,unknown,,,no,,,44100
510934,Rhea,americana,Greater Rhea,GABRIEL LEITE,Brazil,"Barra do Quaraí, Rio Grande do Sul",-30.2037,-57.5145,50,call,,adult,field recording,//xeno-canto.org/510934,https://xeno-canto.org/510934/download,XC510934-Rhea americana_espinilho_1241.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,D,0:04,07:00,2019-11-25,2019-12-07,[],,no,no,no,,,no,,,48000
755226,Tinamus,tao,Grey Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,call,uncertain,adult,in the hand,//xeno-canto.org/755226,https://xeno-canto.org/755226/download,XC755226-22-09-2022-10e43-Azulona.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,10:43,2022-09-22,2022-10-11,['Microcerculus marginatus'],,no,no,no,,,no,Panasonic RRUS551,Embutido,44100
597722,Tinamus,tao,Grey Tinamou,GABRIEL LEITE,Brazil,"Parauapebas, Pará",-6.0947,-50.3112,500,song,uncertain,"adult, uncertain",field recording,//xeno-canto.org/597722,https://xeno-canto.org/597722/download,XC597722-Tinamos tao_Carajas_1030.WAV_E.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:50,06:30,2020-10-13,2020-10-25,[],,no,no,no,,,no,,,48000
217695,Tinamus,tao,Grey Tinamou,Jeremy Minns,Brazil,Serra dos Carajás. Águas Claras,-6.1657,-50.3445,550,"song, tremolo song",,,field recording,//xeno-canto.org/217695,https://xeno-canto.org/217695/download,XC217695-CRYSOU29.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:47,06:48,2005-10-26,2015-03-18,"['Ramphastos tucanus', 'Lipaugus vociferans']",terra firme forest - same bird as recorded in XC345319,no,no,no,,,no,,,44100
816988,Tinamus,tao,Grey Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Estreito, Maranhão Fazenda Monte pio",-6.7131,-47.017,240,call,uncertain,adult,in the hand,//xeno-canto.org/816988,https://xeno-canto.org/816988/download,XC816988-08-07-2023-16e39-Azulona-ESTREITO.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:03,16:39,2023-07-08,2023-07-16,[],,no,no,no,,,no,Panasonic RR-US300,Embutido,44100
755231,Tinamus,tao,Grey Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Cascalheiras - Mato Grosso",-11.7519,-55.638,340,call,uncertain,adult,in the hand,//xeno-canto.org/755231,https://xeno-canto.org/755231/download,XC755231-22-09-2022-11e9-Azulona-BOA-TASCAN.mp3,//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:04,11:09,2022-09-22,2022-10-11,[],,no,no,no,,,no,Tascan,Embutido,48000
